Volume,vw,Open,Close,High,Low,timestamp,n
17980.708311,118.3966,118.42,118.33,118.45,118.33,2026-07-31 18:53:00,370
65555.228186,118.0764,118.33,117.91,118.335,117.91,2026-07-31 18:54:00,865
32038.537057,117.9323,117.935,117.8601,117.99,117.86,2026-07-31 18:55:00,451
58894.329396,117.8569,117.86,117.95,117.965,117.7501,2026-07-31 18:56:00,695
10391.587509,118.0304,117.95,118.1099,118.1099,117.95,2026-07-31 18:57:00,232
7457.84142,118.0809,118.06,118.05,118.12,118.05,2026-07-31 18:58:00,224
14362.01692,118.086,118.05,118.0625,118.145,118.04,2026-07-31 18:59:00,286
24134.497968,118.0447,118.05,118.135,118.135,118.0,2026-07-31 19:00:00,307
37484.23568,118.0696,118.15,118.0,118.165,117.965,2026-07-31 19:01:00,534
16725.45552,118.0725,118.03,117.98,118.125,117.98,2026-07-31 19:02:00,303
10368.30598,117.9989,117.98,117.98,118.0399,117.97,2026-07-31 19:03:00,182
16927.101361,117.9098,117.99,117.8525,118.01,117.8,2026-07-31 19:04:00,321
109162.9228,117.9492,117.87,118.22,118.35,117.81,2026-07-31 19:05:00,944
52104.069563,118.1428,118.21,117.99,118.26,117.98,2026-07-31 19:06:00,530
19272.4663,117.9275,118.02,117.845,118.02,117.83,2026-07-31 19:07:00,358
29808.807174,117.9378,117.85,118.03,118.07,117.835,2026-07-31 19:08:00,384
13998.626832,118.1248,118.07,118.105,118.17,118.03,2026-07-31 19:09:00,270
14923.08755,118.1624,118.105,118.27,118.27,118.07,2026-07-31 19:10:00,283
13384.406231,118.2667,118.27,118.2,118.345,118.2,2026-07-31 19:11:00,259
18038.59212,118.1812,118.2,118.17,118.22,118.15,2026-07-31 19:12:00,346
13081.830173,118.2412,118.16,118.325,118.325,118.16,2026-07-31 19:13:00,256
15992.21,118.3101,118.31,118.35,118.355,118.28,2026-07-31 19:14:00,304
20578.598103,118.3495,118.34,118.4,118.41,118.28,2026-07-31 19:15:00,373
23036.34788,118.4039,118.42,118.43,118.48,118.35,2026-07-31 19:16:00,426
29822.57378,118.3743,118.435,118.39,118.435,118.3,2026-07-31 19:17:00,499
27375.01514,118.4835,118.38,118.49,118.555,118.35,2026-07-31 19:18:00,455
21978.608445,118.4718,118.52,118.36,118.57,118.36,2026-07-31 19:19:00,396
21215.162187,118.3609,118.35,118.41,118.425,118.3,2026-07-31 19:20:00,441
15464.878515,118.3766,118.4,118.44,118.44,118.32,2026-07-31 19:21:00,346
20854.991561,118.4725,118.44,118.45,118.52,118.41,2026-07-31 19:22:00,394
17090.047146,118.3418,118.4,118.28,118.42,118.255,2026-07-31 19:23:00,370
18759.084534,118.2906,118.28,118.27,118.33,118.24,2026-07-31 19:24:00,359
31390.126384,118.3442,118.28,118.375,118.395,118.28,2026-07-31 19:25:00,605
39547.533214,118.2632,118.37,118.16,118.385,118.105,2026-07-31 19:26:00,678
20583.06523,118.1272,118.155,118.06,118.205,118.06,2026-07-31 19:27:00,392
19299.761765,118.0141,118.06,118.02,118.06,117.95,2026-07-31 19:28:00,417
29220.772691,118.0413,118.015,118.025,118.09,117.99,2026-07-31 19:29:00,525
21213.5084,117.9773,118.0,117.925,118.075,117.8575,2026-07-31 19:30:00,564
39815.854561,117.9111,117.91,117.95,117.9501,117.7975,2026-07-31 19:31:00,579
28418.705075,117.916,117.965,117.84,117.99,117.82,2026-07-31 19:32:00,574
55355.4709,117.8216,117.87,117.79,117.945,117.73,2026-07-31 19:33:00,744
78818.867949,117.9494,117.8,118.12,118.185,117.78,2026-07-31 19:34:00,880
30147.237485,118.0209,118.12,117.99,118.12,117.96,2026-07-31 19:35:00,550
27075.9578,118.069,118.0,118.12,118.19,117.98,2026-07-31 19:36:00,515
20851.080498,118.0765,118.1,118.06,118.135,118.05,2026-07-31 19:37:00,410
25795.118152,118.1187,118.07,118.14,118.175,118.07,2026-07-31 19:38:00,431
49013.7998,118.1988,118.135,118.215,118.315,118.0825,2026-07-31 19:39:00,658
58846.6974,118.2736,118.215,118.35,118.42,118.145,2026-07-31 19:40:00,601
53946.441746,118.2479,118.38,118.08,118.43,118.0501,2026-07-31 19:41:00,789
23798.545907,118.1319,118.12,118.13,118.15,118.08,2026-07-31 19:42:00,480
34572.570325,118.1707,118.15,118.07,118.25,118.06,2026-07-31 19:43:00,604
58797.375053,117.8384,118.095,117.61,118.11,117.505,2026-07-31 19:44:00,965
