Volume,vw,Open,Close,High,Low,timestamp,n
6387.089112,122.6664,122.6,122.68,122.75,122.6,2026-07-31 12:31:00,82
2058.446987,122.606,122.6,122.6,122.61,122.51,2026-07-31 12:32:00,54
197.262809,122.6697,122.44,122.44,122.44,122.44,2026-07-31 12:33:00,14
2253.48065,122.743,122.55,122.56,122.79,122.55,2026-07-31 12:34:00,43
3860.155975,122.6284,122.6,122.7187,122.7862,122.48,2026-07-31 12:35:00,83
1039.812539,122.7849,122.78,122.54,122.78,122.54,2026-07-31 12:36:00,29
632.0,122.543,122.5,122.5,122.5,122.5,2026-07-31 12:38:00,13
1399.034338,122.5984,122.59,122.6,122.6,122.59,2026-07-31 12:39:00,28
1681.029946,122.7686,122.68,122.9,122.9,122.68,2026-07-31 12:40:00,21
2696.707431,122.8016,122.7973,122.85,122.85,122.7,2026-07-31 12:41:00,25
724.325945,122.8477,122.8325,122.8325,122.8325,122.8325,2026-07-31 12:42:00,20
281.3,122.7597,122.61,122.61,122.61,122.61,2026-07-31 12:43:00,18
718.123992,122.6758,122.6155,122.6772,122.6772,122.6155,2026-07-31 12:45:00,19
1734.889099,122.6953,122.6155,122.65,122.65,122.6152,2026-07-31 12:46:00,25
3109.129154,122.6905,122.69,122.7,122.7,122.6155,2026-07-31 12:47:00,22
841.261249,122.6889,122.67,122.63,122.67,122.63,2026-07-31 12:48:00,24
2446.12664,122.6937,122.6664,122.7629,122.7629,122.62,2026-07-31 12:49:00,59
4803.481425,122.6306,122.63,122.58,122.7392,122.58,2026-07-31 12:50:00,91
369.440136,122.7809,122.59,122.7,122.7,122.59,2026-07-31 12:51:00,27
1757.547947,122.5821,122.51,122.55,122.7,122.51,2026-07-31 12:52:00,39
1174.258153,122.6234,122.59,122.59,122.59,122.59,2026-07-31 12:54:00,10
4088.549793,122.6161,122.6,122.6,122.6,122.59,2026-07-31 12:55:00,36
6889.824271,122.5218,122.5568,122.6,122.6,122.5,2026-07-31 12:56:00,65
325.326264,122.6392,122.5,122.5,122.5,122.5,2026-07-31 12:57:00,20
2951.490168,122.4942,122.47,122.47,122.47,122.46,2026-07-31 12:58:00,54
595.0,122.5237,122.45,122.45,122.45,122.45,2026-07-31 12:59:00,19
661.352484,122.5419,122.45,122.47,122.47,122.45,2026-07-31 13:00:00,16
824.235381,122.6353,122.61,122.61,122.61,122.61,2026-07-31 13:02:00,30
803.316182,122.6522,122.605,122.605,122.605,122.605,2026-07-31 13:03:00,43
1762.440438,122.5746,122.6199,122.47,122.6199,122.47,2026-07-31 13:04:00,51
8122.341131,122.4506,122.4692,122.36,122.47,122.36,2026-07-31 13:05:00,108
2859.519349,122.3716,122.4,122.3,122.4,122.3,2026-07-31 13:06:00,87
1313.300904,122.3952,122.4,122.4355,122.44,122.32,2026-07-31 13:07:00,36
11339.997897,122.2588,122.3,122.35,122.4069,122.2,2026-07-31 13:08:00,208
9482.825643,122.4269,122.323,122.25,122.5,122.1864,2026-07-31 13:09:00,146
1817.117362,122.2639,122.2543,122.25,122.274,122.22,2026-07-31 13:10:00,40
3691.957939,122.2018,122.16,122.1794,122.18,122.14,2026-07-31 13:11:00,78
2062.732978,122.2351,122.35,122.1882,122.35,122.14,2026-07-31 13:12:00,33
1940.065041,122.2343,122.18,122.3328,122.3328,122.18,2026-07-31 13:13:00,35
2423.223789,122.265,122.3437,122.2,122.3437,122.2,2026-07-31 13:14:00,39
153049.575484,124.21,122.34,123.51,125.52,122.34,2026-07-31 13:15:00,3234
14895.186195,123.6592,123.51,123.62,123.8,123.49,2026-07-31 13:16:00,167
14983.738974,123.3483,123.59,123.29,123.67,123.07,2026-07-31 13:17:00,209
17059.803761,123.2363,123.25,123.25,123.4,123.07,2026-07-31 13:18:00,196
16183.271089,123.2183,123.25,123.1006,123.3,123.0944,2026-07-31 13:19:00,133
4689.022083,123.0504,123.1,123.02,123.1,122.99,2026-07-31 13:20:00,148
6495.952852,123.1105,123.05,123.15,123.25,123.02,2026-07-31 13:21:00,102
9418.387375,123.0683,123.1,123.1914,123.1914,122.93,2026-07-31 13:22:00,127
5378.377532,123.1051,123.2,123.031,123.2,123.031,2026-07-31 13:23:00,76
6542.334723,123.0358,123.1,122.99,123.1,122.965,2026-07-31 13:24:00,133
8136.258106,122.5551,122.92,122.45,122.92,122.35,2026-07-31 13:25:00,187
14170.550426,122.3769,122.47,122.39,122.5,122.23,2026-07-31 13:26:00,108
951.913615,122.4441,122.25,122.2866,122.35,122.25,2026-07-31 13:27:00,43
10891.936498,122.2002,122.4,122.18,122.6,122.12,2026-07-31 13:28:00,221
19404.846242,122.2417,122.21,122.19,123.23,122.08,2026-07-31 13:29:00,328
739546.079349,121.9529,122.29,121.12,122.86,120.88,2026-07-31 13:30:00,6882
187947.277471,121.9794,121.05,122.31,122.7,121.0,2026-07-31 13:31:00,2529
199014.554856,122.3589,122.31,122.5401,122.6075,122.095,2026-07-31 13:32:00,2327
185178.224773,122.8466,122.55,122.705,123.2,122.54,2026-07-31 13:33:00,2595
172684.119382,122.831,122.6563,123.045,123.08,122.65,2026-07-31 13:34:00,2596
167269.075814,123.0933,123.0799,122.755,123.32,122.7057,2026-07-31 13:35:00,2212
275264.16248,122.3444,122.76,121.94,122.84,121.9,2026-07-31 13:36:00,2758
113995.543731,122.1076,121.91,122.245,122.34,121.87,2026-07-31 13:37:00,1762
109829.826572,122.1496,122.2,122.17,122.35,121.97,2026-07-31 13:38:00,1596
96237.399635,122.234,122.2,122.3629,122.41,122.0,2026-07-31 13:39:00,1448
185427.81343,122.6361,122.345,122.785,122.92,122.28,2026-07-31 13:40:00,1939
125737.888611,122.712,122.775,122.77,122.88,122.57,2026-07-31 13:41:00,1390
71784.176406,122.7524,122.7693,122.75,122.93,122.61,2026-07-31 13:42:00,1117
75687.227707,122.8004,122.78,122.775,122.92,122.64,2026-07-31 13:43:00,1101
100350.97712,122.9113,122.8084,122.6601,123.08,122.6401,2026-07-31 13:44:00,1293
98604.311424,122.7475,122.72,122.74,123.0,122.58,2026-07-31 13:45:00,1554
98430.826708,122.6115,122.635,122.9,122.9,122.461,2026-07-31 13:46:00,1510
94978.277799,123.0945,122.95,123.05,123.21,122.92,2026-07-31 13:47:00,1384
81367.734155,122.8793,123.05,122.99,123.05,122.72,2026-07-31 13:48:00,1475
74811.174407,122.8204,123.0,122.91,123.05,122.6,2026-07-31 13:49:00,1319
66298.0476,122.6843,122.895,122.54,122.92,122.4715,2026-07-31 13:50:00,1116
51714.117048,122.5848,122.58,122.525,122.68,122.43,2026-07-31 13:51:00,803
72767.427724,122.5521,122.511,122.5692,122.7,122.4,2026-07-31 13:52:00,1174
47794.669834,122.5488,122.5,122.48,122.68,122.47,2026-07-31 13:53:00,803
53062.446522,122.4871,122.485,122.49,122.59,122.37,2026-07-31 13:54:00,946
58234.888146,122.5394,122.52,122.4611,122.65,122.43,2026-07-31 13:55:00,1107
